Order_ID,Order_Date,Customer_ID,Customer_City,Region,Warehouse_ID,Product_ID,Product_Category,Quantity,Unit_Price,Order_Value,Inventory_Before,Inventory_After,Processing_Time_Hours,Packing_Time_Hours,Shipping_Method,Shipping_Cost,Distance_KM,Expected_Delivery_Days,Actual_Delivery_Days,Delivery_Status,Priority,Return_Status,Warehouse_Capacity,Month,Delivery_Gap_Days,Fulfillment_Hours,Low_Stock_Flag
ORD29391,2026-04-28,CUST2728,Delhi,North,WH-South,P1944,Home & Kitchen,2,2791.2,5582.4,92,90,6.2,1.89,Express,200.05,434.6,2,4,Delayed,Standard,No,73.9,2026-04-01,2,8.09,No
ORD29392,2026-06-09,CUST1030,Kanpur,North,WH-South,P2697,Furniture,1,6527.59,6527.59,151,150,3.0,1.79,Standard,267.05,584.4,4,5,Delayed,Urgent,No,70.4,2026-06-01,1,4.79,No
ORD29393,2026-01-26,CUST3499,Ahmedabad,West,WH-West,P1989,Home & Kitchen,1,2413.89,2413.89,131,130,3.23,1.68,Economy,101.95,164.8,6,6,On Time,Urgent,No,77.0,2026-01-01,0,4.91,No
ORD29394,2026-08-07,CUST3720,Pune,West,WH-East,P2144,Accessories,1,824.66,824.66,134,133,5.8,1.61,Express,231.01,401.2,2,3,Delayed,High,No,75.6,2026-08-01,1,7.41,No
ORD29395,2026-01-31,CUST5754,Pune,West,WH-NCR,P2400,Grocery,5,1703.51,8517.55,79,74,10.82,1.49,Same Day,551.01,491.0,1,3,Delayed,Standard,No,92.7,2026-01-01,2,12.31,No
ORD29396,2026-03-28,CUST3981,Mumbai,West,WH-North,P2691,Accessories,1,903.07,903.07,88,87,10.12,2.61,Standard,298.19,622.9,4,7,Delayed,Standard,No,88.1,2026-03-01,3,12.729999999999999,No
ORD29397,2026-03-24,CUST4480,Bengaluru,South,WH-East,P2217,Electronics,1,5489.4,5489.4,216,215,8.86,1.86,Express,149.65,253.6,2,3,Delayed,Standard,No,68.7,2026-03-01,1,10.719999999999999,No
ORD29398,2026-01-31,CUST3930,Mumbai,West,WH-South,P1238,Furniture,2,3258.52,6517.04,121,119,6.33,1.61,Standard,157.19,362.7,4,8,Delayed,Standard,No,55.4,2026-01-01,4,7.94,No
ORD29399,2026-02-28,CUST2941,Hyderabad,South,WH-West,P2700,Fashion,1,1969.71,1969.71,107,106,7.04,2.46,Same Day,407.85,569.6,1,4,Delayed,High,No,68.0,2026-02-01,3,9.5,No
ORD29400,2026-05-17,CUST1090,Pune,West,WH-North,P2581,Electronics,2,2377.92,4755.84,192,190,8.56,1.76,Express,317.08,455.6,2,3,Delayed,Standard,No,88.4,2026-05-01,1,10.32,No
ORD29401,2026-08-12,CUST3998,Kolkata,East,WH-NCR,P2734,Books,5,399.37,1996.85,63,58,5.4,2.39,Standard,257.76,486.7,4,4,On Time,High,No,94.5,2026-08-01,0,7.790000000000001,No
ORD29402,2026-04-15,CUST3595,Patna,East,WH-NCR,P2315,Accessories,1,390.2,390.2,159,158,6.72,2.17,Standard,197.87,360.9,4,6,Delayed,Urgent,No,92.6,2026-04-01,2,8.89,No
ORD29403,2026-05-08,CUST5207,Bengaluru,South,WH-NCR,P1070,Books,1,332.45,332.45,51,50,6.48,2.7,Standard,164.42,468.5,4,6,Delayed,Standard,No,99.0,2026-05-01,2,9.18,No
ORD29404,2026-04-23,CUST1093,Hyderabad,South,WH-NCR,P2601,Furniture,2,16403.54,32807.08,157,155,4.68,2.23,Standard,316.73,609.1,4,7,Delayed,Standard,No,85.9,2026-04-01,3,6.91,No
ORD29405,2026-08-09,CUST4595,Delhi,North,WH-NCR,P2229,Beauty,1,467.06,467.06,139,138,6.83,3.41,Express,149.07,128.4,2,3,Delayed,Standard,Yes,84.8,2026-08-01,1,10.24,No
ORD29406,2026-01-31,CUST4465,Kolkata,East,WH-West,P2540,Electronics,1,2338.26,2338.26,218,217,7.38,1.93,Express,343.59,562.6,2,4,Delayed,Standard,No,59.5,2026-01-01,2,9.31,No
ORD29407,2026-08-18,CUST5541,Hyderabad,South,WH-NCR,P2427,Toys,1,1537.64,1537.64,189,188,6.23,1.93,Standard,175.02,369.9,4,3,On Time,Standard,No,100.0,2026-08-01,-1,8.16,No
ORD29408,2026-07-08,CUST1726,Chandigarh,North,WH-South,P2857,Grocery,1,1071.88,1071.88,197,196,10.05,2.79,Standard,185.79,535.3,4,6,Delayed,Standard,No,67.6,2026-07-01,2,12.84,No
ORD29409,2026-07-01,CUST1972,Ranchi,East,WH-NCR,P2954,Fashion,3,3040.64,9121.92,129,126,7.08,1.08,Standard,217.75,393.4,4,7,Delayed,High,No,86.4,2026-07-01,3,8.16,No
ORD29410,2026-04-28,CUST1223,Lucknow,North,WH-NCR,P2541,Home & Kitchen,1,1998.22,1998.22,99,98,3.91,2.28,Standard,158.55,170.0,4,5,Delayed,Standard,No,98.8,2026-04-01,1,6.1899999999999995,No
ORD29411,2026-02-06,CUST3436,Ahmedabad,West,WH-North,P1801,Accessories,2,441.96,883.92,239,237,7.41,2.25,Express,395.33,583.4,2,3,Delayed,Standard,No,87.5,2026-02-01,1,9.66,No
ORD29412,2026-08-29,CUST3279,Kanpur,North,WH-Central,P1221,Fashion,1,2498.03,2498.03,118,117,6.64,3.87,Standard,189.4,455.7,4,4,On Time,Standard,No,78.1,2026-08-01,0,10.51,No
ORD29413,2026-08-14,CUST3366,Kanpur,North,WH-NCR,P1895,Beauty,3,926.04,2778.12,150,147,9.14,2.45,Standard,246.3,408.2,4,5,Delayed,Standard,No,87.2,2026-08-01,1,11.59,No
ORD29414,2026-08-22,CUST4158,Chandigarh,North,WH-Central,P1878,Toys,3,1042.08,3126.24,248,245,7.82,2.55,Express,130.06,163.8,2,2,On Time,Standard,No,80.3,2026-08-01,0,10.370000000000001,No
ORD29415,2026-05-30,CUST4262,Lucknow,North,WH-South,P1644,Grocery,1,560.7,560.7,44,43,5.37,2.78,Express,304.06,611.9,2,4,Delayed,Standard,No,67.7,2026-05-01,2,8.15,No
ORD29416,2026-02-08,CUST2444,Pune,West,WH-South,P2206,Toys,1,847.57,847.57,159,158,3.62,2.7,Standard,148.86,375.6,4,5,Delayed,Standard,Yes,60.4,2026-02-01,1,6.32,No
ORD29417,2026-06-23,CUST4405,Lucknow,North,WH-East,P1800,Books,1,870.01,870.01,168,167,3.93,1.12,Standard,228.28,424.7,4,5,Delayed,Standard,No,82.7,2026-06-01,1,5.050000000000001,No
ORD29418,2026-01-13,CUST5831,Ranchi,East,WH-North,P2467,Grocery,1,585.99,585.99,137,136,7.88,2.13,Economy,167.84,432.2,6,6,On Time,Standard,No,81.3,2026-01-01,0,10.01,No
ORD29419,2026-02-23,CUST4684,Pune,West,WH-East,P2897,Books,3,670.74,2012.22,73,70,5.72,0.43,Economy,201.31,423.5,6,7,Delayed,Urgent,No,98.3,2026-02-01,1,6.1499999999999995,No
ORD29420,2026-01-01,CUST5082,Hyderabad,South,WH-NCR,P2293,Books,1,276.23,276.23,55,54,5.37,1.54,Standard,177.74,402.3,4,4,On Time,Standard,No,97.4,2026-01-01,0,6.91,No
ORD29421,2026-07-14,CUST1562,Bhubaneswar,East,WH-North,P1154,Sports,2,2064.39,4128.78,33,31,4.83,2.99,Express,282.06,334.7,2,4,Delayed,Standard,No,83.6,2026-07-01,2,7.82,No
ORD29422,2026-04-26,CUST4267,Bengaluru,South,WH-West,P1053,Beauty,1,1213.85,1213.85,131,130,11.75,1.92,Standard,198.68,576.0,4,7,Delayed,High,No,54.4,2026-04-01,3,13.67,No
ORD29423,2026-08-14,CUST3056,Kolkata,East,WH-West,P1591,Beauty,1,1956.83,1956.83,55,54,13.3,2.41,Express,261.03,430.1,2,3,Delayed,Standard,No,76.9,2026-08-01,1,15.71,No
ORD29424,2026-02-13,CUST2654,Pune,West,WH-NCR,P1597,Books,1,521.7,521.7,126,125,3.23,1.5,Standard,169.17,289.0,4,6,Delayed,High,No,95.2,2026-02-01,2,4.73,No
ORD29425,2026-07-05,CUST2342,Hyderabad,South,WH-Central,P1329,Sports,1,971.9,971.9,41,40,2.27,2.51,Standard,223.27,411.7,4,5,Delayed,High,No,84.5,2026-07-01,1,4.779999999999999,No
ORD29426,2026-06-30,CUST2557,Pune,West,WH-East,P1822,Home & Kitchen,2,2608.33,5216.66,150,148,4.53,1.57,Standard,306.51,585.1,4,5,Delayed,Urgent,No,92.6,2026-06-01,1,6.1000000000000005,No
ORD29427,2026-02-22,CUST2624,Chandigarh,North,WH-West,P2228,Electronics,1,1925.84,1925.84,83,82,10.78,2.7,Express,292.05,573.9,2,6,Delayed,High,No,75.3,2026-02-01,4,13.48,No
ORD29428,2026-08-28,CUST4471,Ranchi,East,WH-Central,P2251,Books,1,365.72,365.72,118,117,6.4,2.61,Express,390.16,711.5,2,4,Delayed,Urgent,No,97.1,2026-08-01,2,9.01,No
ORD29429,2026-02-14,CUST4899,Lucknow,North,WH-North,P1427,Beauty,1,961.59,961.59,224,223,7.04,0.64,Standard,184.26,167.6,4,7,Delayed,Standard,No,82.5,2026-02-01,3,7.68,No
ORD29430,2026-04-14,CUST4193,Hyderabad,South,WH-North,P2141,Fashion,4,1333.13,5332.52,214,210,4.5,1.73,Standard,267.49,420.4,4,7,Delayed,Standard,No,89.5,2026-04-01,3,6.23,No
ORD29431,2026-03-27,CUST2613,Bhubaneswar,East,WH-NCR,P1963,Books,1,640.32,640.32,107,106,11.98,1.99,Express,188.4,285.8,2,5,Delayed,Standard,No,100.0,2026-03-01,3,13.97,No
ORD29432,2026-08-01,CUST1609,Mumbai,West,WH-Central,P2333,Electronics,2,3662.58,7325.16,77,75,7.57,1.99,Economy,161.41,477.0,6,6,On Time,Standard,No,72.3,2026-08-01,0,9.56,No
ORD29433,2026-05-04,CUST5599,Chennai,South,WH-Central,P1733,Electronics,1,10533.95,10533.95,145,144,8.63,3.05,Same Day,309.05,304.7,1,2,Delayed,Urgent,No,78.9,2026-05-01,1,11.68,No
ORD29434,2026-01-19,CUST3695,Patna,East,WH-Central,P1887,Books,1,461.5,461.5,149,148,4.41,2.11,Standard,233.26,530.9,4,5,Delayed,Urgent,No,93.0,2026-01-01,1,6.52,No
ORD29435,2026-04-28,CUST1575,Ahmedabad,West,WH-East,P2356,Sports,1,1397.24,1397.24,116,115,8.86,1.81,Same Day,400.15,465.9,1,3,Delayed,High,No,85.3,2026-04-01,2,10.67,No
ORD29436,2026-06-03,CUST2412,Mumbai,West,WH-South,P2548,Sports,1,1255.73,1255.73,49,48,7.66,1.68,Standard,181.12,510.8,4,5,Delayed,High,No,66.8,2026-06-01,1,9.34,No
ORD29437,2026-06-03,CUST5891,Delhi,North,WH-Central,P1194,Sports,1,1031.04,1031.04,75,74,10.83,1.86,Standard,232.49,466.5,4,6,Delayed,High,No,79.0,2026-06-01,2,12.69,No
ORD29438,2026-02-06,CUST4293,Lucknow,North,WH-West,P1105,Grocery,2,1285.12,2570.24,133,131,10.99,1.43,Economy,190.97,504.3,6,7,Delayed,Standard,No,75.9,2026-02-01,1,12.42,No
ORD29439,2026-06-08,CUST4199,Mumbai,West,WH-North,P2245,Accessories,1,1028.55,1028.55,65,64,7.52,2.48,Express,363.36,705.2,2,4,Delayed,High,No,69.4,2026-06-01,2,10,No
ORD29440,2026-05-03,CUST4396,Kanpur,North,WH-East,P2896,Books,1,551.89,551.89,101,100,6.94,2.95,Standard,188.39,281.6,4,5,Delayed,Standard,No,73.1,2026-05-01,1,9.89,No
ORD29441,2026-06-28,CUST4965,Chandigarh,North,WH-West,P1956,Toys,1,363.93,363.93,66,65,6.86,2.31,Express,224.24,388.0,2,4,Delayed,Standard,Yes,50.3,2026-06-01,2,9.17,No
ORD29442,2026-03-07,CUST2119,Bhubaneswar,East,WH-South,P2917,Toys,1,1684.14,1684.14,74,73,4.85,3.0,Same Day,408.93,514.8,1,2,Delayed,High,No,64.7,2026-03-01,1,7.85,No
ORD29443,2026-07-05,CUST5145,Pune,West,WH-NCR,P2114,Sports,2,2659.9,5319.8,150,148,6.13,2.33,Same Day,409.65,415.3,1,3,Delayed,High,No,100.0,2026-07-01,2,8.46,No
ORD29444,2026-08-21,CUST4506,Bengaluru,South,WH-Central,P1278,Books,2,481.84,963.68,113,111,4.1,2.39,Standard,187.61,426.2,4,4,On Time,High,No,86.2,2026-08-01,0,6.49,No
ORD29445,2026-08-03,CUST4104,Hyderabad,South,WH-North,P1047,Books,1,551.77,551.77,153,152,1.21,1.56,Standard,158.77,347.7,4,5,Delayed,Standard,No,93.8,2026-08-01,1,2.77,No
ORD29446,2026-01-06,CUST4970,Ahmedabad,West,WH-West,P2531,Sports,3,1902.23,5706.69,207,204,7.34,2.22,Standard,182.28,236.8,4,5,Delayed,Urgent,No,74.0,2026-01-01,1,9.56,No
ORD29447,2026-08-29,CUST1408,Lucknow,North,WH-Central,P1517,Sports,1,1125.89,1125.89,72,71,10.96,2.22,Economy,218.32,528.4,6,8,Delayed,Standard,No,88.0,2026-08-01,2,13.180000000000001,No
ORD29448,2026-06-01,CUST2573,Kanpur,North,WH-West,P1178,Electronics,3,4874.59,14623.77,183,180,3.68,3.15,Express,232.54,356.6,2,4,Delayed,High,No,78.3,2026-06-01,2,6.83,No
ORD29449,2026-06-29,CUST3333,Patna,East,WH-North,P1460,Electronics,2,3062.32,6124.64,153,151,6.0,2.56,Express,220.48,309.6,2,3,Delayed,Urgent,No,81.6,2026-06-01,1,8.56,No
ORD29450,2026-05-02,CUST5866,Jaipur,North,WH-Central,P2782,Sports,1,2710.09,2710.09,76,75,7.96,1.81,Express,235.2,421.0,2,3,Delayed,Urgent,No,72.8,2026-05-01,1,9.77,No
ORD29451,2026-02-14,CUST4241,Bhubaneswar,East,WH-NCR,P1871,Grocery,1,317.4,317.4,211,210,7.2,1.68,Standard,131.89,286.3,4,6,Delayed,High,No,100.0,2026-02-01,2,8.88,No
ORD29452,2026-04-10,CUST4501,Unknown,North,WH-Central,P2139,Sports,1,3007.55,3007.55,86,85,9.23,2.68,Standard,213.09,448.9,4,7,Delayed,Urgent,Yes,69.3,2026-04-01,3,11.91,No
ORD29453,2026-02-20,CUST4124,Delhi,North,WH-East,P2256,Beauty,1,1457.21,1457.21,151,150,11.32,3.29,Economy,98.38,370.0,6,10,Delayed,Standard,No,80.4,2026-02-01,4,14.61,No
ORD29454,2026-01-28,CUST4754,Hyderabad,South,WH-South,P2944,Furniture,4,5341.04,21364.16,73,69,9.23,1.68,Standard,243.44,286.8,4,6,Delayed,Standard,No,67.0,2026-01-01,2,10.91,No
ORD29455,2026-06-06,CUST3051,Ranchi,East,WH-Central,P1757,Electronics,2,3636.28,7272.56,140,138,6.59,1.45,Standard,157.04,371.7,4,7,Delayed,Standard,No,90.1,2026-06-01,3,8.04,No
ORD29456,2026-06-10,CUST5375,Ahmedabad,West,WH-East,P2532,Accessories,1,560.36,560.36,82,81,10.31,2.39,Same Day,365.65,389.7,1,2,Delayed,Standard,No,91.0,2026-06-01,1,12.700000000000001,No
ORD29457,2026-05-30,CUST3003,Pune,West,WH-NCR,P2748,Electronics,5,5173.27,25866.35,100,95,8.73,1.44,Economy,237.42,472.1,6,7,Delayed,Urgent,No,92.9,2026-05-01,1,10.17,No
ORD29458,2026-06-16,CUST5593,Chandigarh,North,WH-West,P2845,Sports,2,4678.4,9356.8,164,162,4.56,0.2,Express,128.1,220.4,2,1,On Time,Standard,No,67.3,2026-06-01,-1,4.76,No
ORD29459,2026-04-06,CUST3762,Kolkata,East,WH-North,P2790,Books,1,557.17,557.17,80,79,7.8,1.38,Standard,218.93,501.7,4,6,Delayed,Standard,No,93.4,2026-04-01,2,9.18,No
ORD29460,2026-04-03,CUST2318,Chennai,South,WH-NCR,P2513,Grocery,2,551.87,1103.74,152,150,7.51,1.5,Standard,213.03,476.1,4,5,Delayed,Standard,No,91.7,2026-04-01,1,9.01,No
ORD29461,2026-03-27,CUST1123,Hyderabad,South,WH-West,P2670,Electronics,3,2588.21,7764.63,91,88,5.77,2.77,Economy,232.5,496.7,6,6,On Time,High,No,80.8,2026-03-01,0,8.54,No
ORD29462,2026-08-24,CUST4967,Pune,West,WH-North,P2054,Beauty,1,1154.59,1154.59,107,106,8.8,1.43,Express,316.29,622.4,2,4,Delayed,Urgent,Yes,78.8,2026-08-01,2,10.23,No
ORD29463,2026-07-18,CUST2533,Chandigarh,North,WH-Central,P1126,Beauty,1,983.57,983.57,214,213,8.27,2.43,Same Day,385.26,537.8,1,1,On Time,Urgent,No,94.5,2026-07-01,0,10.7,No
ORD29464,2026-03-02,CUST2785,Ranchi,East,WH-West,P1780,Electronics,1,5041.86,5041.86,90,89,10.45,2.24,Standard,137.02,504.0,4,6,Delayed,Urgent,Yes,80.9,2026-03-01,2,12.69,No
ORD29465,2026-05-22,CUST5353,Kolkata,East,WH-North,P2628,Furniture,2,4840.69,9681.38,123,121,6.61,2.79,Standard,223.27,584.2,4,6,Delayed,Standard,No,98.2,2026-05-01,2,9.4,No
ORD29466,2026-04-12,CUST4978,Chandigarh,North,WH-North,P2985,Electronics,4,4140.98,16563.92,104,100,6.94,1.95,Standard,163.02,26.4,4,5,Delayed,Standard,No,82.0,2026-04-01,1,8.89,No
ORD29467,2026-04-06,CUST1911,Bhubaneswar,East,WH-West,P2954,Fashion,2,3243.88,6487.76,71,69,6.74,2.2,Same Day,468.78,528.9,1,2,Delayed,High,No,76.2,2026-04-01,1,8.940000000000001,No
ORD29468,2026-08-09,CUST2397,Chandigarh,North,WH-South,P2663,Beauty,1,691.98,691.98,55,54,12.83,1.89,Standard,160.35,321.4,4,5,Delayed,Standard,No,69.1,2026-08-01,1,14.72,No
ORD29469,2026-01-28,CUST4649,Ranchi,East,WH-NCR,P2915,Home & Kitchen,2,1898.33,3796.66,111,109,6.74,2.23,Same Day,415.4,495.2,1,2,Delayed,Urgent,No,81.9,2026-01-01,1,8.97,No
ORD29470,2026-08-06,CUST2507,Jaipur,North,WH-North,P2816,Toys,4,865.52,3462.08,108,104,5.44,2.43,Same Day,317.61,170.5,1,3,Delayed,Standard,No,83.9,2026-08-01,2,7.870000000000001,No
ORD29471,2026-03-30,CUST4472,Delhi,North,WH-South,P1661,Fashion,2,511.37,1022.74,137,135,8.56,2.75,Standard,210.16,440.4,4,3,On Time,Urgent,No,72.2,2026-03-01,-1,11.31,No
ORD29472,2026-02-26,CUST1308,Ranchi,East,WH-South,P2079,Electronics,1,3001.17,3001.17,233,232,13.09,2.77,Standard,122.15,261.2,4,8,Delayed,Urgent,No,69.7,2026-02-01,4,15.86,No
ORD29473,2026-07-26,CUST2208,Delhi,North,WH-North,P1508,Books,1,254.57,254.57,310,309,4.99,1.32,Express,94.59,20.0,2,4,Delayed,Urgent,No,85.4,2026-07-01,2,6.3100000000000005,No
ORD29474,2026-08-09,CUST4612,Lucknow,North,WH-NCR,P1346,Electronics,1,1533.5,1533.5,44,43,8.32,2.07,Express,180.45,284.3,2,4,Delayed,High,No,93.3,2026-08-01,2,10.39,No
ORD29475,2026-03-09,CUST2545,Kanpur,North,WH-North,P1093,Sports,2,2349.2,4698.4,67,65,5.8,2.71,Standard,74.55,98.8,4,6,Delayed,Urgent,No,91.3,2026-03-01,2,8.51,No
ORD29476,2026-04-02,CUST3550,Chennai,South,WH-North,P2166,Fashion,2,1919.12,3838.24,166,164,3.38,2.85,Standard,221.03,542.6,4,5,Delayed,High,No,89.0,2026-04-01,1,6.23,No
ORD29477,2026-07-24,CUST2356,Patna,East,WH-South,P2212,Electronics,2,4680.64,9361.28,100,98,11.14,2.37,Economy,150.16,384.5,6,7,Delayed,Standard,No,65.1,2026-07-01,1,13.510000000000002,No
ORD29478,2026-02-13,CUST1637,Bhubaneswar,East,WH-NCR,P2367,Fashion,1,1257.97,1257.97,89,88,4.22,1.72,Standard,198.26,473.0,4,5,Delayed,Standard,No,100.0,2026-02-01,1,5.9399999999999995,No
ORD29479,2026-01-25,CUST5922,Chandigarh,North,WH-Central,P2153,Books,2,581.27,1162.54,261,259,9.7,3.24,Economy,206.26,554.3,6,10,Delayed,Standard,No,81.8,2026-01-01,4,12.94,No
ORD29480,2026-05-10,CUST3733,Kanpur,North,WH-Central,P1699,Home & Kitchen,5,2613.47,13067.35,120,115,8.79,4.48,Standard,228.63,195.7,4,5,Delayed,Standard,No,96.9,2026-05-01,1,13.27,No
ORD29481,2026-07-20,CUST1720,Bhubaneswar,East,WH-West,P2825,Accessories,1,392.88,392.88,108,107,5.18,1.96,Standard,199.19,504.9,4,6,Delayed,High,No,70.8,2026-07-01,2,7.14,No
ORD29482,2026-03-02,CUST3185,Chennai,South,WH-NCR,P1072,Books,1,489.4,489.4,102,101,3.47,1.46,Express,266.74,456.7,2,4,Delayed,High,No,100.0,2026-03-01,2,4.93,No
ORD29483,2026-06-20,CUST2545,Bengaluru,South,WH-North,P1849,Beauty,1,1046.8,1046.8,141,140,4.92,2.5,Express,228.73,501.0,2,4,Delayed,High,No,79.2,2026-06-01,2,7.42,No
ORD29484,2026-07-23,CUST3013,Hyderabad,South,WH-West,P2846,Books,2,237.47,474.94,169,167,10.93,1.51,Same Day,387.09,285.1,1,2,Delayed,High,No,78.9,2026-07-01,1,12.44,No
ORD29485,2026-05-10,CUST4549,Jaipur,North,WH-North,P2812,Furniture,2,8768.01,17536.02,60,58,0.55,1.38,Standard,117.89,57.8,4,5,Delayed,Standard,No,99.7,2026-05-01,1,1.93,No
ORD29486,2026-06-16,CUST2278,Lucknow,North,WH-Central,P1593,Toys,1,2120.61,2120.61,151,150,9.03,1.68,Standard,155.69,411.3,4,5,Delayed,Standard,Yes,86.5,2026-06-01,1,10.709999999999999,No
ORD29487,2026-06-24,CUST4009,Bhubaneswar,East,WH-West,P1012,Home & Kitchen,1,2901.06,2901.06,175,174,10.17,1.36,Standard,212.77,487.2,4,7,Delayed,Urgent,No,73.9,2026-06-01,3,11.53,No
ORD29488,2026-02-04,CUST4641,Chandigarh,North,WH-North,P2277,Accessories,1,1105.26,1105.26,85,84,2.93,1.77,Standard,213.26,405.4,4,4,On Time,Standard,No,87.8,2026-02-01,0,4.7,No
ORD29489,2026-01-23,CUST4491,Chennai,South,WH-North,P2243,Home & Kitchen,1,1650.03,1650.03,109,108,10.4,2.71,Standard,274.38,585.1,4,7,Delayed,Standard,No,96.0,2026-01-01,3,13.11,No
ORD29490,2026-06-28,CUST4337,Bhubaneswar,East,WH-North,P1842,Beauty,1,1042.09,1042.09,87,86,8.3,0.97,Standard,232.53,532.4,4,6,Delayed,Standard,No,75.2,2026-06-01,2,9.270000000000001,No
ORD29491,2026-06-22,CUST4245,Ahmedabad,West,WH-West,P2125,Electronics,1,3884.53,3884.53,101,100,5.91,1.31,Standard,106.15,76.4,4,4,On Time,Standard,No,65.3,2026-06-01,0,7.220000000000001,No
ORD29492,2026-06-15,CUST3952,Kanpur,North,WH-West,P2087,Home & Kitchen,2,4303.24,8606.48,293,291,2.63,3.08,Standard,275.31,731.5,4,4,On Time,High,No,74.0,2026-06-01,0,5.71,No
ORD29493,2026-08-24,CUST4946,Jaipur,North,WH-North,P1428,Fashion,1,2197.37,2197.37,171,170,10.88,1.83,Economy,99.32,246.0,6,8,Delayed,Standard,No,78.9,2026-08-01,2,12.71,No
ORD29494,2026-06-11,CUST3341,Pune,West,WH-West,P2676,Accessories,1,1057.73,1057.73,258,257,7.42,1.69,Standard,70.57,139.1,4,5,Delayed,Standard,No,75.2,2026-06-01,1,9.11,No
ORD29495,2026-05-30,CUST3701,Pune,West,WH-West,P2254,Beauty,2,1117.7,2235.4,96,94,7.95,3.22,Standard,88.09,123.7,4,4,On Time,Standard,Yes,82.7,2026-05-01,0,11.17,No
ORD29496,2026-04-21,CUST5694,Jaipur,North,WH-East,P1685,Home & Kitchen,1,1990.53,1990.53,114,113,4.79,1.77,Standard,142.8,186.1,4,7,Delayed,Urgent,No,100.0,2026-04-01,3,6.5600000000000005,No
ORD29497,2026-04-21,CUST4392,Kolkata,East,WH-East,P2850,Furniture,2,5814.98,11629.96,31,29,1.99,2.57,Express,193.1,195.9,2,3,Delayed,Standard,Yes,70.3,2026-04-01,1,4.56,No
ORD29498,2026-06-30,CUST3834,Kanpur,North,WH-East,P2887,Home & Kitchen,1,2158.51,2158.51,98,97,5.9,1.39,Economy,204.45,637.5,6,9,Delayed,High,No,79.6,2026-06-01,3,7.29,No
ORD29499,2026-06-18,CUST1644,Patna,East,WH-NCR,P1295,Beauty,1,1377.32,1377.32,244,243,4.64,2.54,Standard,213.92,453.5,4,6,Delayed,Standard,No,97.2,2026-06-01,2,7.18,No
ORD29500,2026-02-22,CUST1107,Kanpur,North,WH-East,P1304,Home & Kitchen,1,1077.12,1077.12,118,117,8.81,1.37,Standard,188.22,373.2,4,6,Delayed,Urgent,No,82.2,2026-02-01,2,10.18,No
ORD29501,2026-04-03,CUST4554,Mumbai,West,WH-South,P1865,Toys,1,610.02,610.02,174,173,5.24,1.43,Standard,200.91,370.5,4,6,Delayed,Standard,No,57.5,2026-04-01,2,6.67,No
ORD29502,2026-07-17,CUST1793,Bhubaneswar,East,WH-North,P2220,Accessories,1,606.65,606.65,146,145,3.57,1.51,Standard,159.86,476.4,4,7,Delayed,Standard,No,77.5,2026-07-01,3,5.08,No
ORD29503,2026-01-03,CUST3291,Ahmedabad,West,WH-NCR,P2803,Accessories,1,1031.89,1031.89,129,128,5.2,2.76,Standard,200.15,530.5,4,4,On Time,High,No,94.0,2026-01-01,0,7.96,No
ORD29504,2026-07-16,CUST5665,Bhubaneswar,East,WH-West,P1839,Fashion,1,1305.83,1305.83,205,204,8.16,1.68,Standard,193.13,539.5,4,6,Delayed,Standard,No,91.6,2026-07-01,2,9.84,No
ORD29505,2026-05-09,CUST4968,Hyderabad,South,WH-East,P2462,Sports,1,915.77,915.77,48,47,2.78,2.16,Standard,192.46,433.5,4,5,Delayed,Standard,No,86.6,2026-05-01,1,4.9399999999999995,No
ORD29506,2026-06-11,CUST2199,Patna,East,WH-North,P2092,Books,1,702.63,702.63,129,128,6.91,2.06,Standard,183.44,417.7,4,5,Delayed,High,No,91.4,2026-06-01,1,8.97,No
ORD29507,2026-07-27,CUST2241,Patna,East,WH-East,P1902,Sports,1,3132.79,3132.79,92,91,9.23,1.33,Express,155.93,142.8,2,3,Delayed,Standard,No,76.7,2026-07-01,1,10.56,No
ORD29508,2026-01-04,CUST2329,Patna,East,WH-Central,P1341,Beauty,1,888.5,888.5,90,89,7.82,2.04,Standard,172.57,512.0,4,7,Delayed,Urgent,No,75.4,2026-01-01,3,9.86,No
ORD29509,2026-01-31,CUST4523,Delhi,North,WH-East,P1736,Accessories,1,798.82,798.82,99,98,7.23,2.52,Standard,156.02,239.8,4,4,On Time,Urgent,No,80.4,2026-01-01,0,9.75,No
ORD29510,2026-03-05,CUST2256,Patna,East,WH-North,P2069,Toys,1,684.31,684.31,146,145,9.95,2.32,Standard,133.24,317.7,4,4,On Time,Standard,No,85.6,2026-03-01,0,12.27,No
ORD29511,2026-06-14,CUST4779,Lucknow,North,WH-East,P2449,Home & Kitchen,1,2085.19,2085.19,106,105,9.72,1.8,Express,264.96,448.2,2,4,Delayed,Standard,No,85.4,2026-06-01,2,11.520000000000001,No
ORD29512,2026-04-19,CUST4045,Ahmedabad,West,WH-South,P2589,Fashion,1,2596.72,2596.72,78,77,11.36,1.68,Standard,177.14,437.8,4,5,Delayed,Urgent,No,71.2,2026-04-01,1,13.04,No
ORD29513,2026-01-06,CUST5438,Patna,East,WH-South,P1258,Home & Kitchen,1,3025.79,3025.79,92,91,7.77,1.48,Express,209.1,439.6,2,4,Delayed,Standard,No,86.5,2026-01-01,2,9.25,No
